CITY,NICKNAME,TEAM_ID,W,L,W_HOME,L_HOME,W_ROAD,L_ROAD,TEAM_TURNOVERS,TEAM_REBOUNDS,GP,GS,ACTUAL_MINUTES,ACTUAL_SECONDS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OFF_REB,DEF_REB,TOT_REB,AST,PF,STL,TOTAL_TURNOVERS,BLK,PTS,AVG_REB,AVG_PTS,DQ,OFFENSIVE_EFFICIENCY,SCORING_MARGIN,SEASON,GAME_DATE,GAME_ID
New York,Knicks,1610612752,1,0,1,0,0,0,3,15,1,5,240,0,45,92,0.489,9,24,0.375,16,18,0.889,16,37,68,21,21,5,16,3,115,68.0,115.0,0,0.584070796460177,19.0,2018-19,2018-10-29 00:00:00,21800090
OPPONENTS, Nets,1610612751,0,1,0,0,0,1,0,4,1,5,240,0,34,84,0.405,11,38,0.289,17,22,0.773,11,21,36,22,20,6,10,7,96,36.0,96.0,0,0.5333333333333333,-19.0,2018-19,2018-10-29 00:00:00,21800090
Indiana,Pacers,1610612754,1,0,1,0,0,0,1,10,1,5,240,0,51,92,0.554,16,24,0.667,14,22,0.636,10,30,50,21,18,12,11,5,132,50.0,132.0,0,0.631578947368421,20.0,2018-19,2018-10-20 00:00:00,21800026
OPPONENTS, Nets,1610612751,0,1,0,0,0,1,0,12,1,5,240,0,41,86,0.477,16,37,0.432,14,22,0.636,9,31,52,25,18,6,20,6,112,52.0,112.0,0,0.5409836065573771,-20.0,2018-19,2018-10-20 00:00:00,21800026
Brooklyn,Nets,1610612751,1,0,1,0,0,0,0,5,1,5,240,0,37,75,0.493,12,30,0.4,21,24,0.875,12,43,60,22,23,2,22,6,107,60.0,107.0,0,0.5514018691588785,2.0,2018-19,2018-10-19 00:00:00,21800018
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,0,5,1,5,240,0,39,97,0.402,9,28,0.321,18,20,0.9,12,24,41,14,19,10,3,1,105,41.0,105.0,0,0.5196078431372549,-2.0,2018-19,2018-10-19 00:00:00,21800018
Detroit,Pistons,1610612765,1,0,1,0,0,0,3,8,1,5,240,0,39,92,0.424,6,24,0.25,19,22,0.864,14,32,54,21,20,5,17,5,103,54.0,103.0,0,0.5172413793103449,3.0,2018-19,2018-10-17 00:00:00,21800004
OPPONENTS, Nets,1610612751,0,1,0,0,0,1,2,12,1,5,240,0,40,82,0.488,5,27,0.185,15,22,0.682,5,34,51,28,23,9,19,5,100,51.0,100.0,0,0.5483870967741935,-3.0,2018-19,2018-10-17 00:00:00,21800004
New York,Knicks,1610612752,0,1,0,1,0,0,0,4,1,5,240,0,31,77,0.403,9,30,0.3,18,25,0.72,4,29,37,23,17,7,11,5,89,37.0,89.0,0,0.5046728971962616,-26.0,2018-19,2019-04-10 00:00:00,21801223
OPPONENTS, Pistons,1610612765,1,0,0,0,1,0,1,5,1,5,240,0,41,85,0.482,14,33,0.424,19,20,0.95,11,45,61,25,23,5,14,2,115,61.0,115.0,0,0.584070796460177,26.0,2018-19,2019-04-10 00:00:00,21801223
New York,Knicks,1610612752,1,0,1,0,0,0,0,7,1,5,240,0,41,80,0.513,17,34,0.5,14,19,0.737,7,36,50,24,14,5,15,9,113,50.0,113.0,0,0.5803571428571429,3.0,2018-19,2019-04-07 00:00:00,21801204
OPPONENTS, Wizards,1610612764,0,1,0,0,0,1,1,8,1,5,240,0,43,103,0.417,10,34,0.294,14,18,0.778,21,29,58,24,16,12,9,4,110,58.0,110.0,0,0.5826086956521739,-3.0,2018-19,2019-04-07 00:00:00,21801204
Orlando,Magic,1610612753,1,0,1,0,0,0,1,15,1,5,240,0,45,99,0.455,11,32,0.344,13,20,0.65,19,36,70,29,16,5,14,7,114,70.0,114.0,0,0.6016260162601627,14.0,2018-19,2019-04-03 00:00:00,21801166
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,0,2,1,5,240,0,38,85,0.447,6,27,0.222,18,21,0.857,8,31,41,21,18,10,12,5,100,41.0,100.0,1,0.5363636363636364,-14.0,2018-19,2019-04-03 00:00:00,21801166
New York,Knicks,1610612752,0,1,0,1,0,0,1,11,1,5,240,0,31,85,0.365,6,26,0.231,24,32,0.75,14,40,65,16,22,3,17,5,92,65.0,92.0,0,0.4519230769230769,-25.0,2018-19,2019-03-28 00:00:00,21801125
OPPONENTS, Raptors,1610612761,1,0,0,0,1,0,1,7,1,5,240,0,40,89,0.449,20,47,0.426,17,22,0.773,6,38,51,32,28,8,9,6,117,51.0,117.0,0,0.5806451612903226,25.0,2018-19,2019-03-28 00:00:00,21801125
New York,Knicks,1610612752,0,1,0,1,0,0,0,6,1,5,240,0,45,86,0.523,13,31,0.419,13,21,0.619,8,32,46,23,21,6,14,6,116,46.0,116.0,0,0.591304347826087,-21.0,2018-19,2019-03-20 00:00:00,21801068
OPPONENTS, Jazz,1610612762,1,0,0,0,1,0,0,4,1,5,240,0,48,85,0.565,20,42,0.476,21,25,0.84,7,33,44,38,18,7,10,3,137,44.0,137.0,0,0.6825396825396826,21.0,2018-19,2019-03-20 00:00:00,21801068
Toronto,Raptors,1610612761,1,0,1,0,0,0,1,13,1,5,240,0,49,88,0.557,17,40,0.425,13,22,0.591,5,45,63,36,22,5,15,6,128,63.0,128.0,0,0.6343283582089553,36.0,2018-19,2019-03-18 00:00:00,21801053
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,1,10,1,5,240,0,28,85,0.329,8,35,0.229,28,32,0.875,7,29,46,16,18,8,14,4,92,46.0,92.0,1,0.4074074074074074,-36.0,2018-19,2019-03-18 00:00:00,21801053
San Antonio,Spurs,1610612759,1,0,1,0,0,0,1,6,1,5,240,0,47,88,0.534,7,21,0.333,8,10,0.8,6,39,51,31,13,8,10,6,109,51.0,109.0,0,0.6341463414634146,26.0,2018-19,2019-03-15 00:00:00,21801032
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,0,6,1,5,240,0,35,86,0.407,8,20,0.4,5,9,0.556,9,32,47,21,13,6,16,4,83,47.0,83.0,0,0.4912280701754385,-26.0,2018-19,2019-03-15 00:00:00,21801032
Indiana,Pacers,1610612754,1,0,1,0,0,0,0,8,1,5,240,0,37,85,0.435,8,28,0.286,21,29,0.724,8,34,50,26,22,11,10,3,103,50.0,103.0,0,0.5575221238938053,5.0,2018-19,2019-03-12 00:00:00,21801007
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,0,6,1,5,240,0,35,80,0.438,13,28,0.464,15,18,0.833,8,40,54,22,23,4,19,5,98,54.0,98.0,0,0.504424778761062,-5.0,2018-19,2019-03-12 00:00:00,21801007
New York,Knicks,1610612752,0,1,0,1,0,0,1,12,1,5,240,0,35,94,0.372,10,35,0.286,14,21,0.667,13,45,70,16,20,3,10,5,94,70.0,94.0,0,0.4766355140186916,-8.0,2018-19,2019-03-09 00:00:00,21800986
OPPONENTS, Kings,1610612758,1,0,0,0,1,0,0,6,1,5,240,0,36,95,0.379,12,36,0.333,18,22,0.818,11,42,59,16,14,5,7,3,102,59.0,102.0,0,0.4859813084112149,8.0,2018-19,2019-03-09 00:00:00,21800986
Phoenix,Suns,1610612756,1,0,1,0,0,0,0,5,1,5,240,0,39,81,0.481,12,29,0.414,17,22,0.773,4,27,36,21,25,11,13,9,107,36.0,107.0,0,0.5405405405405406,11.0,2018-19,2019-03-06 00:00:00,21800972
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,1,12,1,5,240,0,35,77,0.455,6,15,0.4,20,25,0.8,8,38,58,17,23,6,22,7,96,58.0,96.0,0,0.4814814814814814,-11.0,2018-19,2019-03-06 00:00:00,21800972
Sacramento,Kings,1610612758,1,0,1,0,0,0,1,8,1,5,240,0,39,83,0.47,11,29,0.379,26,33,0.788,6,37,51,28,24,11,14,3,115,51.0,115.0,0,0.5630252100840336,7.0,2018-19,2019-03-04 00:00:00,21800957
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,1,8,1,5,240,0,39,85,0.459,12,29,0.414,18,28,0.643,10,38,56,17,25,8,18,5,108,56.0,108.0,1,0.509090909090909,-7.0,2018-19,2019-03-04 00:00:00,21800957
New York,Knicks,1610612752,1,0,1,0,0,0,0,9,1,5,240,0,38,89,0.427,7,24,0.292,25,32,0.781,14,37,60,17,15,11,10,7,108,60.0,108.0,0,0.5392156862745098,5.0,2018-19,2019-02-26 00:00:00,21800908
OPPONENTS, Magic,1610612753,0,1,0,0,0,1,0,7,1,5,240,0,39,89,0.438,11,32,0.344,14,20,0.7,12,35,54,26,21,6,16,7,103,54.0,103.0,0,0.5462184873949579,-5.0,2018-19,2019-02-26 00:00:00,21800908
New York,Knicks,1610612752,1,0,1,0,0,0,1,5,1,5,240,0,50,98,0.51,16,37,0.432,14,19,0.737,12,37,54,25,27,3,7,7,130,54.0,130.0,0,0.635593220338983,12.0,2018-19,2019-02-24 00:00:00,21800896
OPPONENTS, Spurs,1610612759,0,1,0,0,0,1,0,4,1,5,240,0,42,94,0.447,6,24,0.25,28,31,0.903,14,36,54,18,20,3,7,4,118,54.0,118.0,0,0.5714285714285714,-12.0,2018-19,2019-02-24 00:00:00,21800896
New York,Knicks,1610612752,0,1,0,1,0,0,0,10,1,5,240,0,40,100,0.4,9,29,0.31,22,27,0.815,14,29,53,27,27,8,12,4,111,53.0,111.0,0,0.536,-15.0,2018-19,2019-02-13 00:00:00,21800856
OPPONENTS, 76ers,1610612755,1,0,0,0,1,0,0,10,1,5,240,0,42,78,0.538,8,23,0.348,34,43,0.791,6,41,57,33,24,8,15,7,126,57.0,126.0,0,0.625,15.0,2018-19,2019-02-13 00:00:00,21800856
New York,Knicks,1610612752,0,1,0,1,0,0,1,13,1,5,240,0,39,94,0.415,10,25,0.4,11,19,0.579,15,42,70,22,26,9,15,4,99,70.0,99.0,0,0.5258620689655172,-5.0,2018-19,2019-02-09 00:00:00,21800828
OPPONENTS, Raptors,1610612761,1,0,0,0,1,0,0,4,1,5,240,0,33,86,0.384,14,35,0.4,24,29,0.828,10,37,51,27,15,8,12,5,104,51.0,104.0,0,0.5217391304347826,5.0,2018-19,2019-02-09 00:00:00,21800828
Detroit,Pistons,1610612765,1,0,1,0,0,0,1,10,1,5,240,0,42,86,0.488,13,30,0.433,23,29,0.793,11,35,56,24,27,3,13,6,120,56.0,120.0,0,0.5892857142857143,17.0,2018-19,2019-02-08 00:00:00,21800817
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,0,13,1,5,240,0,35,78,0.449,7,22,0.318,26,41,0.634,10,29,52,22,23,6,13,5,103,52.0,103.0,0,0.5533980582524272,-17.0,2018-19,2019-02-08 00:00:00,21800817
New York,Knicks,1610612752,0,1,0,1,0,0,0,11,1,5,240,0,36,90,0.4,9,33,0.273,11,15,0.733,13,31,55,17,23,5,11,4,92,55.0,92.0,1,0.5047619047619047,-13.0,2018-19,2019-02-05 00:00:00,21800799
OPPONENTS, Pistons,1610612765,1,0,0,0,1,0,2,9,1,5,240,0,37,79,0.468,12,34,0.353,19,24,0.792,6,35,50,22,21,4,11,7,105,50.0,105.0,0,0.5566037735849056,13.0,2018-19,2019-02-05 00:00:00,21800799
New York,Knicks,1610612752,0,1,0,1,0,0,0,8,1,5,240,0,28,74,0.378,12,40,0.3,16,22,0.727,6,39,53,20,16,4,15,6,84,53.0,84.0,0,0.4660194174757281,-12.0,2018-19,2019-02-03 00:00:00,21800787
OPPONENTS, Grizzlies,1610612763,1,0,0,0,1,0,1,9,1,5,240,0,37,91,0.407,9,26,0.346,13,18,0.722,10,39,58,25,20,8,8,4,96,58.0,96.0,0,0.543859649122807,12.0,2018-19,2019-02-03 00:00:00,21800787
Charlotte,Hornets,1610612766,1,0,1,0,0,0,0,11,1,5,240,0,39,94,0.415,11,34,0.324,12,16,0.75,13,38,62,25,20,4,10,10,101,62.0,101.0,1,0.5517241379310345,9.0,2018-19,2019-01-28 00:00:00,21800744
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,2,11,1,5,240,0,34,85,0.4,7,23,0.304,17,26,0.654,8,38,57,19,15,6,10,6,92,57.0,92.0,0,0.5,-9.0,2018-19,2019-01-28 00:00:00,21800744
New York,Knicks,1610612752,0,1,0,1,0,0,0,10,1,5,240,0,39,87,0.448,7,23,0.304,24,32,0.75,11,25,46,25,23,8,12,3,109,46.0,109.0,1,0.5663716814159292,-18.0,2018-19,2019-01-21 00:00:00,21800691
OPPONENTS, Thunder,1610612760,1,0,0,0,1,0,1,4,1,5,240,0,45,83,0.542,15,29,0.517,22,27,0.815,10,39,53,26,31,7,19,2,127,53.0,127.0,0,0.6016949152542372,18.0,2018-19,2019-01-21 00:00:00,21800691
Washington,Wizards,1610612764,1,0,1,0,0,0,1,7,1,5,240,0,40,92,0.435,7,27,0.259,14,20,0.7,15,36,58,23,10,9,14,2,101,58.0,101.0,0,0.5526315789473685,1.0,2018-19,2019-01-17 00:00:00,21800665
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,2,8,1,5,240,0,39,87,0.448,12,29,0.414,10,12,0.833,6,36,50,15,16,6,16,3,100,50.0,100.0,0,0.4821428571428571,-1.0,2018-19,2019-01-17 00:00:00,21800665
New York,Knicks,1610612752,0,1,0,1,0,0,0,9,1,5,240,0,37,86,0.43,10,31,0.323,21,30,0.7,7,27,43,24,21,8,10,5,105,43.0,105.0,0,0.5398230088495575,-3.0,2018-19,2019-01-13 00:00:00,21800638
OPPONENTS, 76ers,1610612755,1,0,0,0,1,0,1,14,1,5,240,0,40,87,0.46,6,20,0.3,22,30,0.733,12,44,70,22,21,4,17,9,108,70.0,108.0,0,0.543859649122807,3.0,2018-19,2019-01-13 00:00:00,21800638
New York,Knicks,1610612752,0,1,0,1,0,0,1,9,1,5,240,0,39,88,0.443,14,39,0.359,14,16,0.875,8,29,46,22,18,8,17,5,106,46.0,106.0,0,0.5126050420168067,-15.0,2018-19,2019-01-11 00:00:00,21800623
OPPONENTS, Pacers,1610612754,1,0,0,0,1,0,0,3,1,5,240,0,49,94,0.521,12,26,0.462,11,11,1.0,11,36,50,30,15,8,14,1,121,50.0,121.0,0,0.6220472440944882,15.0,2018-19,2019-01-11 00:00:00,21800623
Portland,Trail Blazers,1610612757,1,0,1,0,0,0,1,8,1,5,240,0,40,85,0.471,11,31,0.355,20,29,0.69,12,39,59,25,21,7,15,5,111,59.0,111.0,0,0.5752212389380531,10.0,2018-19,2019-01-07 00:00:00,21800597
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,0,5,1,5,240,0,36,89,0.404,7,23,0.304,22,27,0.815,14,34,53,18,19,9,11,2,101,53.0,101.0,0,0.5192307692307693,-10.0,2018-19,2019-01-07 00:00:00,21800597
Utah,Jazz,1610612762,1,0,1,0,0,0,0,4,1,5,240,0,51,93,0.548,16,36,0.444,11,14,0.786,15,45,64,30,27,8,17,6,129,64.0,129.0,0,0.648,32.0,2018-19,2018-12-29 00:00:00,21800532
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,0,4,1,5,240,0,32,86,0.372,15,32,0.469,18,22,0.818,8,27,39,17,19,10,15,1,97,39.0,97.0,0,0.4454545454545454,-32.0,2018-19,2018-12-29 00:00:00,21800532
Philadelphia,76ers,1610612755,1,0,1,0,0,0,1,3,1,5,240,0,47,88,0.534,15,30,0.5,22,25,0.88,9,42,54,31,22,6,10,4,131,54.0,131.0,0,0.65,22.0,2018-19,2018-12-19 00:00:00,21800457
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,0,10,1,5,240,0,37,86,0.43,10,31,0.323,25,31,0.806,4,31,45,22,19,2,8,2,109,45.0,109.0,0,0.5267857142857143,-22.0,2018-19,2018-12-19 00:00:00,21800457
New York,Knicks,1610612752,0,1,0,1,0,0,0,10,1,5,240,0,40,99,0.404,9,35,0.257,21,29,0.724,16,34,60,15,21,5,11,0,110,60.0,110.0,0,0.5045871559633027,-18.0,2018-19,2018-12-17 00:00:00,21800444
OPPONENTS, Suns,1610612756,1,0,0,0,1,0,0,11,1,5,240,0,48,92,0.522,9,27,0.333,23,27,0.852,4,40,55,27,20,8,7,5,128,55.0,128.0,0,0.6147540983606558,18.0,2018-19,2018-12-17 00:00:00,21800444
Indiana,Pacers,1610612754,1,0,1,0,0,0,0,9,1,5,240,0,40,87,0.46,12,34,0.353,18,23,0.783,11,34,54,28,18,9,13,4,110,54.0,110.0,0,0.5811965811965812,11.0,2018-19,2018-12-16 00:00:00,21800438
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,2,13,1,5,240,0,37,89,0.416,10,32,0.313,15,22,0.682,13,31,57,21,19,7,17,1,99,57.0,99.0,0,0.5087719298245614,-11.0,2018-19,2018-12-16 00:00:00,21800438
Charlotte,Hornets,1610612766,0,1,0,1,0,0,0,6,1,5,265,0,48,102,0.471,20,48,0.417,8,10,0.8,9,42,57,38,23,7,16,5,124,57.0,124.0,0,0.5850340136054422,-2.0,2018-19,2018-12-14 00:00:00,21800421
OPPONENTS, Knicks,1610612752,1,0,0,0,1,0,0,15,1,5,265,0,47,98,0.48,12,34,0.353,20,31,0.645,9,37,61,27,16,11,10,8,126,61.0,126.0,0,0.5873015873015873,2.0,2018-19,2018-12-14 00:00:00,21800421
New York,Knicks,1610612752,0,1,0,1,0,0,0,6,1,5,240,0,44,93,0.473,13,26,0.5,6,7,0.857,8,33,47,28,25,5,17,2,107,47.0,107.0,1,0.5538461538461539,-12.0,2018-19,2018-12-09 00:00:00,21800389
OPPONENTS, Hornets,1610612766,1,0,0,0,1,0,0,10,1,5,240,0,42,87,0.483,12,34,0.353,23,27,0.852,6,36,52,19,17,11,12,4,119,52.0,119.0,0,0.5446428571428571,12.0,2018-19,2018-12-09 00:00:00,21800389
New York,Knicks,1610612752,0,1,0,1,0,0,0,10,1,5,240,0,37,90,0.411,12,34,0.353,21,28,0.75,19,36,65,20,14,4,16,5,107,65.0,107.0,0,0.5327102803738317,-3.0,2018-19,2018-12-03 00:00:00,21800346
OPPONENTS, Wizards,1610612764,1,0,0,0,1,0,0,8,1,5,240,0,44,92,0.478,13,32,0.406,9,12,0.75,8,30,46,30,24,7,10,8,110,46.0,110.0,0,0.5967741935483871,3.0,2018-19,2018-12-03 00:00:00,21800346
Philadelphia,76ers,1610612755,1,0,1,0,0,0,0,9,1,5,240,0,47,87,0.54,12,25,0.48,11,16,0.688,8,42,59,34,19,7,16,5,117,59.0,117.0,0,0.627906976744186,26.0,2018-19,2018-11-28 00:00:00,21800307
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,2,6,1,5,240,0,32,92,0.348,6,29,0.207,21,22,0.955,11,30,47,14,21,11,15,5,91,47.0,91.0,0,0.4181818181818181,-26.0,2018-19,2018-11-28 00:00:00,21800307
Detroit,Pistons,1610612765,1,0,1,0,0,0,0,12,1,5,240,0,38,80,0.475,7,24,0.292,32,45,0.711,7,41,60,20,26,5,13,7,115,60.0,115.0,0,0.5471698113207547,7.0,2018-19,2018-11-27 00:00:00,21800301
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,0,5,1,5,240,0,36,91,0.396,9,27,0.333,27,32,0.844,13,37,55,16,31,5,13,5,108,55.0,108.0,3,0.4859813084112149,-7.0,2018-19,2018-11-27 00:00:00,21800301
Memphis,Grizzlies,1610612763,0,1,0,1,0,0,1,8,1,5,240,0,38,86,0.442,11,30,0.367,11,19,0.579,6,35,49,27,23,5,8,19,98,49.0,98.0,1,0.5652173913043478,-5.0,2018-19,2018-11-25 00:00:00,21800291
OPPONENTS, Knicks,1610612752,1,0,0,0,1,0,3,13,1,5,240,0,34,91,0.374,8,22,0.364,27,32,0.844,14,42,69,17,21,4,10,5,103,69.0,103.0,0,0.4903846153846153,5.0,2018-19,2018-11-25 00:00:00,21800291
New York,Knicks,1610612752,0,1,0,1,0,0,0,7,1,5,240,0,42,83,0.506,13,29,0.448,17,22,0.773,10,32,49,22,15,8,15,5,114,49.0,114.0,0,0.5818181818181818,-4.0,2018-19,2018-11-20 00:00:00,21800251
OPPONENTS, Trail Blazers,1610612757,1,0,0,0,1,0,1,9,1,5,240,0,45,95,0.474,16,35,0.457,12,17,0.706,14,29,52,25,19,8,12,4,118,52.0,118.0,0,0.5932203389830508,4.0,2018-19,2018-11-20 00:00:00,21800251
Orlando,Magic,1610612753,1,0,1,0,0,0,2,9,1,5,240,0,48,84,0.571,13,32,0.406,22,26,0.846,7,28,44,35,26,5,17,6,131,44.0,131.0,0,0.6434108527131783,14.0,2018-19,2018-11-18 00:00:00,21800236
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,0,7,1,5,240,0,40,87,0.46,8,24,0.333,29,35,0.829,17,25,49,12,26,7,14,2,117,49.0,117.0,0,0.5416666666666666,-14.0,2018-19,2018-11-18 00:00:00,21800236
Oklahoma City,Thunder,1610612760,1,0,1,0,0,0,0,8,1,5,240,0,51,95,0.537,16,33,0.485,10,12,0.833,13,34,55,32,21,11,16,7,128,55.0,128.0,0,0.6384615384615384,25.0,2018-19,2018-11-14 00:00:00,21800209
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,0,9,1,5,240,0,39,88,0.443,7,26,0.269,18,23,0.783,9,27,45,18,17,8,18,8,103,45.0,103.0,0,0.4956521739130435,-25.0,2018-19,2018-11-14 00:00:00,21800209
New York,Knicks,1610612752,0,1,0,1,0,0,0,11,1,5,240,0,31,88,0.352,5,28,0.179,22,30,0.733,13,41,65,13,21,4,19,15,89,65.0,89.0,0,0.411214953271028,-26.0,2018-19,2018-11-11 00:00:00,21800186
OPPONENTS, Magic,1610612753,1,0,0,0,1,0,0,3,1,5,240,0,44,98,0.449,17,42,0.405,10,11,0.909,10,42,55,31,21,10,11,9,115,55.0,115.0,0,0.5769230769230769,26.0,2018-19,2018-11-11 00:00:00,21800186
Toronto,Raptors,1610612761,1,0,1,0,0,0,0,4,1,5,240,0,42,79,0.532,14,35,0.4,30,40,0.75,12,34,50,24,20,8,15,4,128,50.0,128.0,0,0.6226415094339622,16.0,2018-19,2018-11-10 00:00:00,21800174
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,0,6,1,5,240,0,44,96,0.458,6,22,0.273,18,22,0.818,16,31,53,18,26,12,14,6,112,53.0,112.0,0,0.5535714285714286,-16.0,2018-19,2018-11-10 00:00:00,21800174
Washington,Wizards,1610612764,1,0,1,0,0,0,0,6,1,5,240,0,36,83,0.434,6,26,0.231,30,39,0.769,15,32,53,21,18,12,13,11,108,53.0,108.0,0,0.5588235294117647,13.0,2018-19,2018-11-04 00:00:00,21800135
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,2,10,1,5,240,0,39,93,0.419,5,27,0.185,12,16,0.75,15,36,61,19,28,5,20,5,95,61.0,95.0,0,0.4957264957264957,-13.0,2018-19,2018-11-04 00:00:00,21800135
New York,Knicks,1610612752,0,1,0,1,0,0,0,10,1,5,240,0,34,79,0.43,12,25,0.48,21,24,0.875,9,26,45,18,19,6,17,6,101,45.0,101.0,0,0.4952380952380952,-6.0,2018-19,2018-10-31 00:00:00,21800105
OPPONENTS, Pacers,1610612754,1,0,0,0,1,0,0,6,1,5,240,0,45,83,0.542,6,20,0.3,11,17,0.647,10,31,47,24,19,10,15,10,107,47.0,107.0,1,0.6160714285714286,6.0,2018-19,2018-10-31 00:00:00,21800105
Charlotte,Hornets,1610612766,0,1,0,1,0,0,0,7,1,5,240,0,41,78,0.526,8,29,0.276,24,27,0.889,4,28,39,21,14,3,8,4,114,39.0,114.0,0,0.6019417475728155,-8.0,2018-19,2019-04-10 00:00:00,21801222
OPPONENTS, Magic,1610612753,1,0,0,0,1,0,0,7,1,5,240,0,48,88,0.545,11,30,0.367,15,20,0.75,9,30,46,24,19,5,6,2,122,46.0,122.0,0,0.6605504587155964,8.0,2018-19,2019-04-10 00:00:00,21801222
Toronto,Raptors,1610612761,1,0,1,0,0,0,0,8,1,5,240,0,42,84,0.5,19,37,0.514,18,22,0.818,6,33,47,31,20,9,14,8,121,47.0,121.0,0,0.5934959349593496,12.0,2018-19,2019-04-01 00:00:00,21801156
OPPONENTS, Magic,1610612753,0,1,0,0,0,1,0,7,1,5,240,0,43,93,0.462,12,33,0.364,11,15,0.733,11,35,53,32,21,7,13,8,109,53.0,109.0,0,0.5905511811023622,-12.0,2018-19,2019-04-01 00:00:00,21801156
Indiana,Pacers,1610612754,0,1,0,1,0,0,0,10,1,5,240,0,48,90,0.533,9,24,0.375,11,17,0.647,11,33,54,26,18,4,15,3,116,54.0,116.0,0,0.6166666666666667,-5.0,2018-19,2019-03-30 00:00:00,21801140
OPPONENTS, Magic,1610612753,1,0,0,0,1,0,0,4,1,5,240,0,47,92,0.511,15,38,0.395,12,14,0.857,9,28,41,37,16,9,7,3,121,41.0,121.0,0,0.6614173228346457,5.0,2018-19,2019-03-30 00:00:00,21801140
Detroit,Pistons,1610612765,1,0,1,0,0,0,1,8,1,5,240,0,46,86,0.535,17,35,0.486,6,12,0.5,10,33,51,25,18,8,12,9,115,51.0,115.0,0,0.6283185840707964,17.0,2018-19,2019-03-28 00:00:00,21801122
OPPONENTS, Magic,1610612753,0,1,0,0,0,1,0,13,1,5,240,0,37,94,0.394,8,31,0.258,16,20,0.8,15,28,56,21,14,5,12,4,98,56.0,98.0,0,0.5178571428571429,-17.0,2018-19,2019-03-28 00:00:00,21801122
Orlando,Magic,1610612753,1,0,1,0,0,0,0,3,1,5,240,0,45,87,0.517,11,29,0.379,18,23,0.783,13,31,47,28,18,9,7,2,119,47.0,119.0,0,0.6697247706422018,21.0,2018-19,2019-03-25 00:00:00,21801103
OPPONENTS, 76ers,1610612755,0,1,0,0,0,1,0,4,1,5,240,0,36,73,0.493,6,23,0.261,20,26,0.769,6,33,43,20,18,4,15,2,98,43.0,98.0,0,0.5490196078431373,-21.0,2018-19,2019-03-25 00:00:00,21801103
Orlando,Magic,1610612753,1,0,1,0,0,0,1,9,1,5,265,0,44,93,0.473,14,39,0.359,21,27,0.778,4,40,53,30,16,6,9,5,123,53.0,123.0,0,0.578125,4.0,2018-19,2019-03-22 00:00:00,21801080
OPPONENTS, Grizzlies,1610612763,0,1,0,0,0,1,0,7,1,5,265,0,47,93,0.505,15,38,0.395,10,21,0.476,10,42,59,28,24,5,13,6,119,59.0,119.0,0,0.6048387096774194,-4.0,2018-19,2019-03-22 00:00:00,21801080
Washington,Wizards,1610612764,1,0,1,0,0,0,1,10,1,5,240,0,42,90,0.467,8,27,0.296,8,12,0.667,10,36,56,20,13,5,9,2,100,56.0,100.0,0,0.5688073394495413,10.0,2018-19,2019-03-13 00:00:00,21801015
OPPONENTS, Magic,1610612753,0,1,0,0,0,1,1,4,1,5,240,0,35,90,0.389,12,33,0.364,8,9,0.889,12,36,52,26,15,3,11,3,90,52.0,90.0,0,0.5304347826086957,-10.0,2018-19,2019-03-13 00:00:00,21801015
Memphis,Grizzlies,1610612763,1,0,1,0,0,0,2,8,1,5,240,0,34,82,0.415,9,31,0.29,28,31,0.903,6,39,53,23,22,6,12,6,105,53.0,105.0,1,0.5135135135135135,8.0,2018-19,2019-03-10 00:00:00,21800996
OPPONENTS, Magic,1610612753,0,1,0,0,0,1,1,5,1,5,240,0,31,87,0.356,12,38,0.316,23,27,0.852,15,38,58,23,23,6,14,4,97,58.0,97.0,0,0.4954128440366973,-8.0,2018-19,2019-03-10 00:00:00,21800996
Philadelphia,76ers,1610612755,1,0,1,0,0,0,0,3,1,5,240,0,42,89,0.472,11,28,0.393,19,21,0.905,10,40,53,28,13,10,11,4,114,53.0,114.0,0,0.5932203389830508,8.0,2018-19,2019-03-05 00:00:00,21800960
