CITY,NICKNAME,TEAM_ID,W,L,W_HOME,L_HOME,W_ROAD,L_ROAD,TEAM_TURNOVERS,TEAM_REBOUNDS,GP,GS,ACTUAL_MINUTES,ACTUAL_SECONDS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OFF_REB,DEF_REB,TOT_REB,AST,PF,STL,TOTAL_TURNOVERS,BLK,PTS,AVG_REB,AVG_PTS,DQ,OFFENSIVE_EFFICIENCY,SCORING_MARGIN,SEASON,GAME_DATE,GAME_ID
OPPONENTS, Wizards,1610612764,1,0,0,0,1,0,1,7,1,5,240,0,45,78,0.577,9,24,0.375,21,26,0.808,7,36,50,28,18,4,15,4,120,50.0,120.0,0,0.6403508771929824,6.0,2021-22,2021-11-27 00:00:00,22100298
LA,Clippers,1610612746,0,1,0,1,0,0,1,8,1,5,265,0,35,85,0.412,10,32,0.313,24,29,0.828,12,35,55,17,24,5,19,3,104,55.0,104.0,1,0.4770642201834862,-8.0,2021-22,2021-11-23 00:00:00,22100266
OPPONENTS, Mavericks,1610612742,1,0,0,0,1,0,1,13,1,5,265,0,39,89,0.438,12,39,0.308,22,27,0.815,12,30,55,22,23,11,15,5,112,55.0,112.0,0,0.5350877192982456,8.0,2021-22,2021-11-23 00:00:00,22100266
LA,Clippers,1610612746,1,0,1,0,0,0,1,7,1,5,240,0,36,75,0.48,12,29,0.414,13,18,0.722,8,34,49,18,15,5,15,2,97,49.0,97.0,0,0.54,6.0,2021-22,2021-11-21 00:00:00,22100248
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,6,1,5,240,0,34,83,0.41,6,30,0.2,17,18,0.944,8,31,45,21,21,6,10,5,91,45.0,91.0,0,0.5188679245283019,-6.0,2021-22,2021-11-21 00:00:00,22100248
Phoenix,Suns,1610612756,1,0,1,0,0,0,1,5,1,5,240,0,44,85,0.518,14,29,0.483,10,14,0.714,10,43,58,28,22,7,18,4,112,58.0,112.0,0,0.5950413223140496,8.0,2021-22,2021-11-19 00:00:00,22100237
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,5,1,5,240,0,37,90,0.411,12,40,0.3,18,23,0.783,10,30,45,25,17,15,10,1,104,45.0,104.0,0,0.5391304347826087,-8.0,2021-22,2021-11-19 00:00:00,22100237
Phoenix,Suns,1610612756,1,0,1,0,0,0,1,10,1,5,240,0,41,93,0.441,13,39,0.333,10,14,0.714,8,41,59,27,9,6,8,7,105,59.0,105.0,0,0.5666666666666667,7.0,2021-22,2021-11-17 00:00:00,22100222
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,1,1,5,240,0,38,91,0.418,16,32,0.5,6,6,1.0,8,41,50,28,14,5,10,2,98,50.0,98.0,0,0.5454545454545454,-7.0,2021-22,2021-11-17 00:00:00,22100222
Dallas,Mavericks,1610612742,1,0,1,0,0,0,1,0,1,5,240,0,45,90,0.5,14,36,0.389,7,10,0.7,10,34,44,30,19,7,9,2,111,44.0,111.0,0,0.6302521008403361,10.0,2021-22,2021-11-15 00:00:00,22100204
OPPONENTS, Nuggets,1610612743,0,1,0,0,0,1,1,7,1,5,240,0,40,84,0.476,9,32,0.281,12,17,0.706,10,36,53,20,16,4,12,5,101,53.0,101.0,0,0.5660377358490566,-10.0,2021-22,2021-11-15 00:00:00,22100204
San Antonio,Spurs,1610612759,0,1,0,1,0,0,0,8,1,5,240,0,41,84,0.488,13,30,0.433,14,20,0.7,3,38,49,30,17,3,13,3,109,49.0,109.0,1,0.5725806451612904,-14.0,2021-22,2021-11-12 00:00:00,22100181
OPPONENTS, Mavericks,1610612742,1,0,0,0,1,0,1,12,1,5,240,0,46,100,0.46,18,45,0.4,13,19,0.684,10,38,60,30,18,9,6,7,123,60.0,123.0,0,0.6031746031746031,14.0,2021-22,2021-11-12 00:00:00,22100181
San Antonio,Spurs,1610612759,0,1,0,1,0,0,0,7,1,5,240,0,43,88,0.489,7,21,0.333,15,20,0.75,5,35,47,25,24,10,15,10,108,47.0,108.0,1,0.5528455284552846,-1.0,2021-22,2021-11-03 00:00:00,22100116
OPPONENTS, Mavericks,1610612742,1,0,0,0,1,0,0,8,1,5,240,0,40,93,0.43,8,34,0.235,21,29,0.724,15,41,64,21,23,10,19,4,109,64.0,109.0,0,0.5169491525423728,1.0,2021-22,2021-11-03 00:00:00,22100116
Dallas,Mavericks,1610612742,0,1,0,1,0,0,1,8,1,5,240,0,37,84,0.44,14,42,0.333,22,31,0.71,11,30,49,17,21,1,10,3,110,49.0,110.0,0,0.54,-15.0,2021-22,2021-11-02 00:00:00,22100104
OPPONENTS, Heat,1610612748,1,0,0,0,1,0,1,6,1,5,240,0,43,83,0.518,13,25,0.52,26,30,0.867,9,36,51,25,25,6,7,5,125,51.0,125.0,1,0.6415094339622641,15.0,2021-22,2021-11-02 00:00:00,22100104
Dallas,Mavericks,1610612742,1,0,1,0,0,0,1,10,1,5,240,0,40,90,0.444,12,37,0.324,13,20,0.65,10,35,55,24,20,8,10,4,105,55.0,105.0,0,0.5614035087719298,6.0,2021-22,2021-10-31 00:00:00,22100089
OPPONENTS, Kings,1610612758,0,1,0,0,0,1,1,8,1,5,240,0,38,96,0.396,7,36,0.194,16,20,0.8,17,39,64,20,19,6,13,3,99,64.0,99.0,0,0.5178571428571429,-6.0,2021-22,2021-10-31 00:00:00,22100089
Denver,Nuggets,1610612743,1,0,1,0,0,0,1,11,1,5,240,0,43,83,0.518,11,36,0.306,9,13,0.692,5,46,62,28,24,8,20,3,106,62.0,106.0,0,0.5634920634920635,31.0,2021-22,2021-10-29 00:00:00,22100075
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,7,1,5,240,0,23,78,0.295,8,37,0.216,21,27,0.778,6,30,43,14,17,8,15,3,75,43.0,75.0,0,0.3663366336633663,-31.0,2021-22,2021-10-29 00:00:00,22100075
Dallas,Mavericks,1610612742,1,0,1,0,0,0,1,12,1,5,240,0,41,89,0.461,18,45,0.4,4,13,0.308,9,36,57,18,19,4,13,7,104,57.0,104.0,0,0.5315315315315315,5.0,2021-22,2021-10-28 00:00:00,22100069
OPPONENTS, Spurs,1610612759,0,1,0,0,0,1,1,7,1,5,240,0,39,88,0.443,12,30,0.4,9,15,0.6,11,37,55,21,16,6,15,11,99,55.0,99.0,0,0.5309734513274337,-5.0,2021-22,2021-10-28 00:00:00,22100069
Dallas,Mavericks,1610612742,1,0,1,0,0,0,1,10,1,5,240,0,43,93,0.462,12,43,0.279,18,25,0.72,14,36,60,25,22,9,15,7,116,60.0,116.0,0,0.5714285714285714,10.0,2021-22,2021-10-26 00:00:00,22100052
OPPONENTS, Rockets,1610612745,0,1,0,0,0,1,0,6,1,5,240,0,36,86,0.419,16,39,0.41,18,26,0.692,11,38,55,24,21,7,17,3,106,55.0,106.0,0,0.5172413793103449,-10.0,2021-22,2021-10-26 00:00:00,22100052
Toronto,Raptors,1610612761,0,1,0,1,0,0,0,11,1,5,240,0,34,85,0.4,11,37,0.297,16,23,0.696,11,38,60,17,23,7,12,6,95,60.0,95.0,0,0.4951456310679611,-8.0,2021-22,2021-10-23 00:00:00,22100029
OPPONENTS, Mavericks,1610612742,1,0,0,0,1,0,0,6,1,5,240,0,38,91,0.418,14,42,0.333,13,18,0.722,13,37,56,24,22,6,9,6,103,56.0,103.0,0,0.5585585585585585,8.0,2021-22,2021-10-23 00:00:00,22100029
Denver,Nuggets,1610612743,0,1,0,1,0,0,0,11,1,5,265,0,49,100,0.49,15,47,0.319,28,36,0.778,11,34,56,33,34,10,14,7,141,56.0,141.0,0,0.6029411764705882,-5.0,2021-22,2022-04-10 00:00:00,22101220
OPPONENTS, Lakers,1610612747,1,0,0,0,1,0,0,8,1,5,265,0,44,94,0.468,16,43,0.372,42,47,0.894,13,37,58,26,24,4,13,6,146,58.0,146.0,0,0.5833333333333334,5.0,2021-22,2022-04-10 00:00:00,22101220
Denver,Nuggets,1610612743,1,0,1,0,0,0,2,10,1,5,240,0,44,80,0.55,12,30,0.4,22,25,0.88,8,35,53,27,22,7,19,2,122,53.0,122.0,0,0.6016949152542372,13.0,2021-22,2022-04-07 00:00:00,22101201
OPPONENTS, Grizzlies,1610612763,0,1,0,0,0,1,1,4,1,5,240,0,42,89,0.472,11,28,0.393,14,19,0.737,10,24,38,30,21,8,13,3,109,38.0,109.0,0,0.5901639344262295,-13.0,2021-22,2022-04-07 00:00:00,22101201
Denver,Nuggets,1610612743,0,1,0,1,0,0,0,6,1,5,240,0,41,98,0.418,7,33,0.212,8,12,0.667,10,41,57,22,19,4,11,2,97,57.0,97.0,0,0.5206611570247934,-19.0,2021-22,2022-04-05 00:00:00,22101186
OPPONENTS, Spurs,1610612759,1,0,0,0,1,0,1,9,1,5,240,0,44,89,0.494,12,26,0.462,16,24,0.667,5,43,57,31,14,6,11,3,116,57.0,116.0,0,0.5952380952380952,19.0,2021-22,2022-04-05 00:00:00,22101186
Los Angeles,Lakers,1610612747,0,1,0,1,0,0,1,11,1,5,240,0,49,92,0.533,6,20,0.3,14,21,0.667,6,34,51,31,25,4,13,5,118,51.0,118.0,0,0.6153846153846154,-11.0,2021-22,2022-04-03 00:00:00,22101168
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,0,2,1,5,240,0,47,82,0.573,12,31,0.387,23,29,0.793,6,32,40,33,18,10,12,5,129,40.0,129.0,0,0.6611570247933884,11.0,2021-22,2022-04-03 00:00:00,22101168
Denver,Nuggets,1610612743,0,1,0,1,0,0,0,5,1,5,240,0,46,86,0.535,12,35,0.343,26,29,0.897,10,34,49,36,23,7,18,2,130,49.0,130.0,0,0.6307692307692307,-6.0,2021-22,2022-04-01 00:00:00,22101159
OPPONENTS, Timberwolves,1610612750,1,0,0,0,1,0,1,4,1,5,240,0,43,86,0.5,19,40,0.475,31,36,0.861,10,28,42,26,23,14,12,4,136,42.0,136.0,0,0.6052631578947368,6.0,2021-22,2022-04-01 00:00:00,22101159
Indiana,Pacers,1610612754,0,1,0,1,0,0,0,5,1,5,240,0,44,97,0.454,12,40,0.3,18,23,0.783,18,19,42,29,21,11,8,4,118,42.0,118.0,0,0.6293103448275862,-7.0,2021-22,2022-03-30 00:00:00,22101137
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,1,4,1,5,240,0,50,80,0.625,12,28,0.429,13,14,0.929,8,35,47,33,20,6,20,4,125,47.0,125.0,0,0.664,7.0,2021-22,2022-03-30 00:00:00,22101137
Charlotte,Hornets,1610612766,0,1,0,1,0,0,1,9,1,5,240,0,44,93,0.473,13,42,0.31,8,12,0.667,8,32,49,33,21,11,15,3,109,49.0,109.0,0,0.5789473684210527,-4.0,2021-22,2022-03-28 00:00:00,22101122
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,0,6,1,5,240,0,40,86,0.465,12,33,0.364,21,28,0.75,17,34,57,29,17,7,16,3,113,57.0,113.0,0,0.6052631578947368,4.0,2021-22,2022-03-28 00:00:00,22101122
Denver,Nuggets,1610612743,1,0,1,0,0,0,0,2,1,5,240,0,41,85,0.482,8,31,0.258,23,24,0.958,10,37,49,33,19,11,15,5,113,49.0,113.0,0,0.6016260162601627,6.0,2021-22,2022-03-26 00:00:00,22101113
OPPONENTS, Thunder,1610612760,0,1,0,0,0,1,1,6,1,5,240,0,39,84,0.464,14,36,0.389,15,16,0.938,5,31,42,29,19,8,17,5,107,42.0,107.0,0,0.544,-6.0,2021-22,2022-03-26 00:00:00,22101113
Denver,Nuggets,1610612743,0,1,0,1,0,0,1,6,1,5,240,0,48,81,0.593,15,32,0.469,19,27,0.704,10,27,43,27,22,5,17,2,130,43.0,130.0,0,0.6521739130434783,-10.0,2021-22,2022-03-24 00:00:00,22101099
OPPONENTS, Suns,1610612756,1,0,0,0,1,0,1,9,1,5,240,0,52,86,0.605,13,27,0.481,23,29,0.793,5,24,38,32,23,7,9,3,140,38.0,140.0,0,0.6885245901639344,10.0,2021-22,2022-03-24 00:00:00,22101099
Denver,Nuggets,1610612743,1,0,1,0,0,0,2,9,1,5,240,0,45,83,0.542,16,32,0.5,21,23,0.913,6,34,49,31,19,4,11,5,127,49.0,127.0,0,0.6386554621848739,12.0,2021-22,2022-03-22 00:00:00,22101083
OPPONENTS, Clippers,1610612746,0,1,0,0,0,1,0,5,1,5,240,0,42,86,0.488,10,32,0.313,21,26,0.808,6,29,40,27,19,3,6,7,115,40.0,115.0,0,0.6106194690265486,-12.0,2021-22,2022-03-22 00:00:00,22101083
Washington,Wizards,1610612764,0,1,0,1,0,0,1,7,1,5,240,0,41,87,0.471,5,23,0.217,22,31,0.71,13,35,55,26,18,7,11,8,109,55.0,109.0,0,0.6036036036036037,-18.0,2021-22,2022-03-16 00:00:00,22101035
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,1,4,1,5,240,0,46,90,0.511,15,37,0.405,20,21,0.952,8,33,45,30,25,7,10,3,127,45.0,127.0,0,0.6229508196721312,18.0,2021-22,2022-03-16 00:00:00,22101035
Philadelphia,76ers,1610612755,0,1,0,1,0,0,0,7,1,5,240,0,36,84,0.429,12,33,0.364,26,32,0.813,11,37,55,25,17,8,13,6,110,55.0,110.0,0,0.5495495495495496,-4.0,2021-22,2022-03-14 00:00:00,22101022
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,0,2,1,5,240,0,44,82,0.537,13,33,0.394,13,20,0.65,6,36,44,29,24,8,14,3,114,44.0,114.0,0,0.6134453781512605,4.0,2021-22,2022-03-14 00:00:00,22101022
Denver,Nuggets,1610612743,0,1,0,1,0,0,0,7,1,5,240,0,43,78,0.551,11,27,0.407,18,24,0.75,9,30,46,32,23,4,19,5,115,46.0,115.0,0,0.625,-12.0,2021-22,2022-03-12 00:00:00,22101009
OPPONENTS, Raptors,1610612761,1,0,0,0,1,0,1,5,1,5,240,0,48,102,0.471,12,31,0.387,19,25,0.76,23,27,55,28,23,12,8,6,127,55.0,127.0,0,0.6608695652173913,12.0,2021-22,2022-03-12 00:00:00,22101009
Denver,Nuggets,1610612743,0,1,0,1,0,0,2,13,1,5,240,0,35,84,0.417,7,31,0.226,25,32,0.781,12,37,62,19,20,5,13,6,102,62.0,102.0,0,0.5192307692307693,-11.0,2021-22,2022-03-10 00:00:00,22100994
OPPONENTS, Warriors,1610612744,1,0,0,0,1,0,1,9,1,5,240,0,42,88,0.477,14,42,0.333,15,20,0.75,8,28,45,26,25,9,8,4,113,45.0,113.0,0,0.5964912280701754,11.0,2021-22,2022-03-10 00:00:00,22100994
Sacramento,Kings,1610612758,0,1,0,1,0,0,0,5,1,5,240,0,38,85,0.447,12,34,0.353,12,18,0.667,8,30,43,24,22,11,16,5,100,43.0,100.0,0,0.5299145299145299,-6.0,2021-22,2022-03-09 00:00:00,22100991
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,0,3,1,5,240,0,40,82,0.488,9,35,0.257,17,19,0.895,10,41,54,26,20,11,20,3,106,54.0,106.0,0,0.559322033898305,6.0,2021-22,2022-03-09 00:00:00,22100991
Denver,Nuggets,1610612743,1,0,1,0,0,0,0,12,1,5,240,0,46,84,0.548,10,32,0.313,29,41,0.707,7,34,53,39,25,8,9,5,131,53.0,131.0,0,0.68,7.0,2021-22,2022-03-07 00:00:00,22100528
OPPONENTS, Warriors,1610612744,0,1,0,0,0,1,0,5,1,5,240,0,45,88,0.511,17,40,0.425,17,23,0.739,9,32,46,29,30,5,14,0,124,46.0,124.0,0,0.6065573770491803,-7.0,2021-22,2022-03-07 00:00:00,22100528
Denver,Nuggets,1610612743,1,0,1,0,0,0,0,9,1,5,240,0,39,86,0.453,13,33,0.394,25,31,0.806,10,31,50,27,21,10,10,4,116,50.0,116.0,0,0.584070796460177,15.0,2021-22,2022-03-04 00:00:00,22100952
OPPONENTS, Rockets,1610612745,0,1,0,0,0,1,1,11,1,5,240,0,38,83,0.458,10,36,0.278,15,22,0.682,9,35,55,25,21,4,15,3,101,55.0,101.0,0,0.5526315789473685,-15.0,2021-22,2022-03-04 00:00:00,22100952
Denver,Nuggets,1610612743,0,1,0,1,0,0,0,0,1,5,240,0,40,90,0.444,12,46,0.261,15,17,0.882,10,37,47,25,19,11,16,2,107,47.0,107.0,0,0.5371900826446281,-12.0,2021-22,2022-03-02 00:00:00,22100938
OPPONENTS, Thunder,1610612760,1,0,0,0,1,0,1,4,1,5,240,0,44,87,0.506,16,29,0.552,15,21,0.714,9,41,54,24,15,11,15,6,119,54.0,119.0,0,0.5811965811965812,12.0,2021-22,2022-03-02 00:00:00,22100938
Portland,Trail Blazers,1610612757,0,1,0,1,0,0,0,7,1,5,240,0,34,91,0.374,6,36,0.167,18,26,0.692,11,31,49,22,25,12,15,3,92,49.0,92.0,0,0.4786324786324786,-32.0,2021-22,2022-02-27 00:00:00,22100918
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,1,10,1,5,240,0,44,86,0.512,12,37,0.324,24,31,0.774,8,47,65,28,20,9,15,5,124,65.0,124.0,0,0.5950413223140496,32.0,2021-22,2022-02-27 00:00:00,22100918
Denver,Nuggets,1610612743,1,0,1,0,0,0,3,9,1,5,240,0,38,82,0.463,16,43,0.372,23,29,0.793,4,41,54,29,25,5,15,2,115,54.0,115.0,0,0.5491803278688525,5.0,2021-22,2022-02-26 00:00:00,22100911
OPPONENTS, Kings,1610612758,0,1,0,0,0,1,1,10,1,5,240,0,38,89,0.427,9,30,0.3,25,33,0.758,9,36,55,24,25,4,13,3,110,55.0,110.0,0,0.5299145299145299,-5.0,2021-22,2022-02-26 00:00:00,22100911
Sacramento,Kings,1610612758,0,1,0,1,0,0,0,4,1,5,240,0,43,86,0.5,9,29,0.31,15,18,0.833,6,28,38,25,17,5,15,8,110,38.0,110.0,0,0.5666666666666667,-18.0,2021-22,2022-02-24 00:00:00,22100895
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,1,10,1,5,240,0,48,86,0.558,15,35,0.429,17,20,0.85,3,36,49,30,24,12,17,4,128,49.0,128.0,0,0.6,18.0,2021-22,2022-02-24 00:00:00,22100895
Golden State,Warriors,1610612744,0,1,0,1,0,0,1,7,1,5,240,0,45,87,0.517,10,34,0.294,16,24,0.667,8,29,44,26,21,13,11,5,116,44.0,116.0,0,0.6120689655172413,-1.0,2021-22,2022-02-16 00:00:00,22100883
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,1,10,1,5,240,0,43,91,0.473,14,36,0.389,17,21,0.81,12,36,58,27,18,5,19,1,117,58.0,117.0,0,0.56,1.0,2021-22,2022-02-16 00:00:00,22100883
Denver,Nuggets,1610612743,1,0,1,0,0,0,1,5,1,5,240,0,42,88,0.477,16,40,0.4,21,23,0.913,12,40,57,25,18,7,23,2,121,57.0,121.0,0,0.5403225806451613,10.0,2021-22,2022-02-14 00:00:00,22100864
OPPONENTS, Magic,1610612753,0,1,0,0,0,1,0,3,1,5,240,0,40,91,0.44,11,39,0.282,20,23,0.87,11,31,45,24,19,16,15,5,111,45.0,111.0,0,0.5378151260504201,-10.0,2021-22,2022-02-14 00:00:00,22100864
Toronto,Raptors,1610612761,0,1,0,1,0,0,0,6,1,5,240,0,43,88,0.489,12,34,0.353,11,17,0.647,8,27,41,22,19,11,7,1,109,41.0,109.0,0,0.5963302752293578,-1.0,2021-22,2022-02-12 00:00:00,22100850
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,1,8,1,5,240,0,39,84,0.464,14,37,0.378,18,21,0.857,12,38,58,28,16,5,18,3,110,58.0,110.0,0,0.5677966101694916,1.0,2021-22,2022-02-12 00:00:00,22100850
Denver,Nuggets,1610612743,1,0,1,0,0,0,0,7,1,5,240,0,46,85,0.541,16,39,0.41,24,31,0.774,12,40,59,31,18,5,13,1,132,59.0,132.0,0,0.6581196581196581,17.0,2021-22,2022-02-08 00:00:00,22100821
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,1,4,1,5,240,0,45,101,0.446,15,43,0.349,10,12,0.833,14,27,45,25,25,9,9,3,115,45.0,115.0,1,0.5785123966942148,-17.0,2021-22,2022-02-08 00:00:00,22100821
Denver,Nuggets,1610612743,1,0,1,0,0,0,1,9,1,5,240,0,49,94,0.521,10,32,0.313,16,21,0.762,11,44,64,37,20,7,11,2,124,64.0,124.0,0,0.6564885496183206,20.0,2021-22,2022-02-06 00:00:00,22100804
OPPONENTS, Nets,1610612751,0,1,0,0,0,1,0,7,1,5,240,0,36,87,0.414,16,41,0.39,16,22,0.727,8,28,43,24,19,8,10,9,104,43.0,104.0,1,0.5309734513274337,-20.0,2021-22,2022-02-06 00:00:00,22100804
Utah,Jazz,1610612762,1,0,1,0,0,0,1,10,1,5,240,0,42,86,0.488,7,29,0.241,17,22,0.773,8,29,47,21,12,8,8,4,108,47.0,108.0,0,0.5887850467289719,4.0,2021-22,2022-02-02 00:00:00,22100779
OPPONENTS, Nuggets,1610612743,0,1,0,0,0,1,0,3,1,5,240,0,42,79,0.532,11,28,0.393,9,12,0.75,7,32,42,24,20,5,14,7,104,42.0,104.0,0,0.6,-4.0,2021-22,2022-02-02 00:00:00,22100779
Minnesota,Timberwolves,1610612750,1,0,1,0,0,0,0,5,1,5,240,0,46,93,0.495,19,45,0.422,19,25,0.76,13,39,57,35,21,8,10,9,130,57.0,130.0,0,0.648,15.0,2021-22,2022-02-01 00:00:00,22100770
OPPONENTS, Nuggets,1610612743,0,1,0,0,0,1,0,4,1,5,240,0,38,89,0.427,14,44,0.318,25,28,0.893,10,36,50,27,17,7,12,4,115,50.0,115.0,0,0.5508474576271186,-15.0,2021-22,2022-02-01 00:00:00,22100770
Milwaukee,Bucks,1610612749,0,1,0,1,0,0,0,7,1,5,240,0,37,78,0.474,10,30,0.333,16,22,0.727,6,26,39,23,10,6,15,3,100,39.0,100.0,0,0.5454545454545454,-36.0,2021-22,2022-01-30 00:00:00,22100756
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,1,5,1,5,240,0,53,88,0.602,23,43,0.535,7,10,0.7,6,35,46,39,15,8,10,3,136,46.0,136.0,0,0.7022900763358778,36.0,2021-22,2022-01-30 00:00:00,22100756
Brooklyn,Nets,1610612751,0,1,0,1,0,0,0,8,1,5,240,0,43,88,0.489,12,29,0.414,20,26,0.769,6,32,46,26,25,6,12,3,118,46.0,118.0,0,0.575,-6.0,2021-22,2022-01-26 00:00:00,22100453
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,0,6,1,5,240,0,42,89,0.472,15,36,0.417,25,27,0.926,12,36,54,27,21,8,13,2,124,54.0,124.0,0,0.5897435897435898,6.0,2021-22,2022-01-26 00:00:00,22100453
Detroit,Pistons,1610612765,0,1,0,1,0,0,0,7,1,5,240,0,41,97,0.423,12,36,0.333,11,14,0.786,9,27,43,25,25,14,9,5,105,43.0,105.0,0,0.5409836065573771,-5.0,2021-22,2022-01-25 00:00:00,22100714
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,0,12,1,5,240,0,36,84,0.429,11,32,0.344,27,31,0.871,16,40,68,25,17,7,25,1,110,68.0,110.0,0,0.5169491525423728,5.0,2021-22,2022-01-25 00:00:00,22100714
Denver,Nuggets,1610612743,1,0,1,0,0,0,2,9,1,5,240,0,44,85,0.518,12,35,0.343,17,23,0.739,8,26,43,29,22,8,13,1,117,43.0,117.0,0,0.6134453781512605,6.0,2021-22,2022-01-23 00:00:00,22100707
OPPONENTS, Pistons,1610612765,0,1,0,0,0,1,0,6,1,5,240,0,42,75,0.56,11,29,0.379,16,19,0.842,4,30,40,28,29,4,22,5,111,40.0,111.0,1,0.5785123966942148,-6.0,2021-22,2022-01-23 00:00:00,22100707
Denver,Nuggets,1610612743,0,1,0,1,0,0,0,10,1,5,240,0,43,91,0.473,13,32,0.406,19,23,0.826,10,27,47,34,25,6,13,6,118,47.0,118.0,1,0.6015625,-4.0,2021-22,2022-01-21 00:00:00,22100692
OPPONENTS, Grizzlies,1610612763,1,0,0,0,1,0,1,11,1,5,240,0,43,82,0.524,11,25,0.44,25,40,0.625,13,35,59,19,24,11,16,10,122,59.0,122.0,0,0.5961538461538461,4.0,2021-22,2022-01-21 00:00:00,22100692
Denver,Nuggets,1610612743,1,0,1,0,0,0,0,6,1,5,265,0,48,98,0.49,13,38,0.342,21,25,0.84,13,31,50,32,15,9,12,3,130,50.0,130.0,0,0.6201550387596899,2.0,2021-22,2022-01-19 00:00:00,22100678
OPPONENTS, Clippers,1610612746,0,1,0,0,0,1,2,5,1,5,265,0,52,97,0.536,15,39,0.385,9,12,0.75,12,35,52,35,24,6,14,3,128,52.0,128.0,0,0.6492537313432836,-2.0,2021-22,2022-01-19 00:00:00,22100678
Denver,Nuggets,1610612743,0,1,0,1,0,0,0,3,1,5,240,0,42,95,0.442,11,43,0.256,7,8,0.875,6,33,42,32,22,5,9,2,102,42.0,102.0,0,0.5692307692307692,-23.0,2021-22,2022-01-16 00:00:00,22100653
OPPONENTS, Jazz,1610612762,1,0,0,0,1,0,0,8,1,5,240,0,44,84,0.524,15,39,0.385,22,29,0.759,9,42,59,26,16,8,9,5,125,59.0,125.0,0,0.6363636363636364,23.0,2021-22,2022-01-16 00:00:00,22100653
Denver,Nuggets,1610612743,1,0,1,0,0,0,0,3,1,5,240,0,47,91,0.516,23,40,0.575,16,17,0.941,9,42,54,35,17,9,6,2,133,54.0,133.0,0,0.6666666666666666,37.0,2021-22,2022-01-15 00:00:00,22100649
OPPONENTS, Lakers,1610612747,0,1,0,0,0,1,1,1,1,5,240,0,36,82,0.439,10,30,0.333,14,19,0.737,8,33,42,21,15,4,11,3,96,42.0,96.0,0,0.5377358490566038,-37.0,2021-22,2022-01-15 00:00:00,22100649
Denver,Nuggets,1610612743,1,0,1,0,0,0,1,10,1,5,240,0,52,83,0.627,21,42,0.5,15,20,0.75,6,34,50,35,25,7,16,3,140,50.0,140.0,1,0.6796875,32.0,2021-22,2022-01-13 00:00:00,22100631
OPPONENTS, Trail Blazers,1610612757,0,1,0,0,0,1,0,10,1,5,240,0,39,86,0.453,13,40,0.325,17,28,0.607,11,23,44,28,18,11,15,5,108,44.0,108.0,0,0.5677966101694916,-32.0,2021-22,2022-01-13 00:00:00,22100631
LA,Clippers,1610612746,1,0,1,0,0,0,0,7,1,5,240,0,34,84,0.405,10,34,0.294,9,12,0.75,3,28,38,23,22,12,9,4,87,38.0,87.0,0,0.504424778761062,2.0,2021-22,2022-01-11 00:00:00,22100616
OPPONENTS, Nuggets,1610612743,0,1,0,0,0,1,1,10,1,5,240,0,32,80,0.4,4,33,0.121,17,20,0.85,13,43,66,24,19,4,20,2,85,66.0,85.0,0,0.5045045045045045,-2.0,2021-22,2022-01-11 00:00:00,22100616
Oklahoma City,Thunder,1610612760,0,1,0,1,0,0,0,5,1,5,240,0,38,88,0.432,9,38,0.237,10,12,0.833,11,30,46,29,13,9,9,7,95,46.0,95.0,0,0.5826086956521739,-4.0,2021-22,2022-01-09 00:00:00,22100601
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,0,9,1,5,240,0,37,89,0.416,13,36,0.361,12,16,0.75,18,35,62,28,14,7,15,2,99,62.0,99.0,0,0.5701754385964912,4.0,2021-22,2022-01-09 00:00:00,22100601
Denver,Nuggets,1610612743,1,0,1,0,0,0,1,8,1,5,240,0,47,85,0.553,12,34,0.353,15,24,0.625,5,36,49,32,20,5,8,7,121,49.0,121.0,0,0.6583333333333333,10.0,2021-22,2022-01-07 00:00:00,22100588
OPPONENTS, Kings,1610612758,0,1,0,0,0,1,1,7,1,5,240,0,40,92,0.435,11,29,0.379,20,24,0.833,12,35,54,21,19,6,12,3,111,54.0,111.0,0,0.5398230088495575,-10.0,2021-22,2022-01-07 00:00:00,22100588
